Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Label,Type,Narrative
0.39220977027796133,-0.39298404139025234,-0.78905741725449,1.3715297556428439,-2.0984728855794534,-0.6494472561381537,-0.2003444686669739,-0.8586148416894291,-1.6753306523355018,0.12589444185935944,-0.27900038567720603,-0.6512643404151912,-0.7619610308465945,0.16272942853301497,-0.3056424917185999,0.10200660255854513,0.6346215807056433,-0.6993429988683124,-0.5781825312110888,-0.566689653465277,0,,Feature3. Feature8
-0.8594861852981885,-0.19174612961197673,-0.07801409628229525,1.3007544938193347,-0.24814525983513935,-0.41488849058764943,-0.06661811689020145,-1.052495336400637,-0.2689727800182,0.23828403892837027,0.7718345192728633,-1.5849697008281862,1.7571354937967616,-0.4415918252622697,-0.10470747226580836,0.4097012576120598,0.8156649951957017,-3.0635376395326355,0.2081575046843817,-1.2478909786194627,0,,Feature3. Feature8
-1.828437122670278,0.5241915057375484,-0.6826523383971733,1.2636505744539865,0.47612831711651915,-2.540363113748953,-0.4916884456482575,-0.33820878697742046,-1.564533413374325,-0.47713383872401055,-0.42842415138734863,-1.5174481106863182,-0.5614066959140434,0.9945956571767705,0.37165745120867166,-1.362252197038602,1.0596856989085974,0.4635607824182274,-1.5569942100329806,0.5070075834058195,0,,Feature3. Feature8
-0.4342646812493465,-0.5768106010183081,1.5361395432281442,2.1795720474494606,1.970197591109403,-4.067739605313553,0.39289736185006735,1.013697219330761,-3.297198417574463,2.544451635826809,-0.5337728832629868,3.189347296274236,3.039104067943961,1.768774225945528,1.2194802036695733,1.1228428075965606,-2.4427310770536743,-0.1140156085602768,2.3378402595528915,0.7138177794655659,0,,Feature3. Feature8
-0.446166330385932,1.3796574942283326,1.321486301335742,2.0354913144137208,2.9739338750594984,-1.0394321147293741,0.41029297741671805,-0.9559271497481625,0.4151910684367285,1.4098389551805361,-0.17323760075703656,-0.5521348431878531,0.16011163902187503,2.0114245076183845,0.5629721538922444,0.6342490876355773,0.19706082809118622,0.030012447166472698,1.1436287965132563,0.7512053889402389,0,,Feature3. Feature8
-1.0200668004216256,1.1568330651223415,1.0253158214183766,2.524885560472358,-0.8304670647772432,-1.1678524488687863,0.20620308278284025,0.4268095717389391,-0.8973224981898348,-0.5538519715286723,-0.21370915438191648,-0.13959621582771164,-0.44425510485598235,1.032715274585241,0.48110515555956107,2.861412702172234,-0.4683097850052995,0.2843515456613673,0.5275381449940196,2.0120414160489677,0,,Feature3. Feature8
-2.515327423485684,-1.0842869305873992,0.5483048160925313,0.2588330831262915,1.438954547223787,-1.8160322619222464,-0.7269337663791766,2.084521251536294,-0.19439806037707963,-0.8125567109383574,-1.441495617041944,1.2629884754134737,-1.3180489019551744,-0.14375805594611146,-1.0577911224013814,0.6272849677070123,0.5300058996636041,-0.3547426332784485,1.2499159185895226,0.6329120095260496,0,,Feature3. Feature8
-0.28706469715244576,0.4993243389991537,-0.3548834082103752,1.0326358924424488,-0.8722675914282969,-1.1791787133633544,-1.8571232197421432,-0.49621817122138134,-1.7360367257568243,1.2190037203901665,-0.13597260460679636,0.25263812896712745,-1.0974055352209684,-1.0765266481242235,0.7331437744130981,1.7866233861061314,0.2732018047173127,1.8973479894672038,-0.15576534763024533,-1.0728168333170813,0,,Feature3. Feature8
-1.713096486277963,1.5760211242913547,-0.1484056893833816,0.7221551691550296,0.5755339977710445,2.677099663706968,-0.6405133224261937,-0.66567630855668,3.542284111507513,-0.5041252715249024,0.4847116805531897,1.2576380267805112,-1.3004356328062876,-2.7297129820010175,-0.7013159453960478,-0.010833760229524458,0.47714022881799645,2.0225871104910853,-0.45976381089647805,0.6595048038205947,0,,Feature3. Feature8
-1.575996644244056,2.0289711925192893,0.522159009740733,0.3584518589235126,3.168724553196397,1.6823171706834397,0.053653346479563345,-0.22800022306683448,3.646623237975495,0.0275422901289903,-0.1297542526448162,0.4780956953340234,0.8510732178539318,-0.7252753889441763,0.8019627802547218,-0.3125297732741406,0.9419088763840112,-1.4280108494326957,0.21349447056302429,-0.024887770464990137,0,,Feature3. Feature8
